STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,s_adj,Seasonal adjustment,age,Age class,sex,Sex,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TEILM012(1.0),Unemployment by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,THS_PER,Thousand persons,CY,Cyprus,2024-06,,20,,,,,
dataflow,ESTAT:TEILM012(1.0),Unemployment by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,THS_PER,Thousand persons,CY,Cyprus,2024-07,,20,,,,,
dataflow,ESTAT:TEILM012(1.0),Unemployment by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,THS_PER,Thousand persons,CY,Cyprus,2024-08,,20,,,,,
dataflow,ESTAT:TEILM012(1.0),Unemployment by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,THS_PER,Thousand persons,CY,Cyprus,2024-09,,20,,,,,
dataflow,ESTAT:TEILM012(1.0),Unemployment by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,THS_PER,Thousand persons,CY,Cyprus,2024-10,,21,,,,,
dataflow,ESTAT:TEILM012(1.0),Unemployment by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,THS_PER,Thousand persons,CY,Cyprus,2024-11,,21,,,,,
dataflow,ESTAT:TEILM012(1.0),Unemployment by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,THS_PER,Thousand persons,CY,Cyprus,2024-12,,21,,,,,
dataflow,ESTAT:TEILM012(1.0),Unemployment by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,THS_PER,Thousand persons,CY,Cyprus,2025-01,,21,,,,,
dataflow,ESTAT:TEILM012(1.0),Unemployment by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,THS_PER,Thousand persons,CY,Cyprus,2025-02,,20,,,,,
dataflow,ESTAT:TEILM012(1.0),Unemployment by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,THS_PER,Thousand persons,CY,Cyprus,2025-03,,19,,,,,
dataflow,ESTAT:TEILM012(1.0),Unemployment by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,THS_PER,Thousand persons,CY,Cyprus,2025-04,,17,,,,,
dataflow,ESTAT:TEILM012(1.0),Unemployment by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,THS_PER,Thousand persons,CY,Cyprus,2025-05,,17,,,,,
dataflow,ESTAT:TEILM012(1.0),Unemployment by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,THS_PER,Thousand persons,CZ,Czechia,2024-06,,108,,,,,
dataflow,ESTAT:TEILM012(1.0),Unemployment by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,THS_PER,Thousand persons,CZ,Czechia,2024-07,,104,,,,,
dataflow,ESTAT:TEILM012(1.0),Unemployment by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,THS_PER,Thousand persons,CZ,Czechia,2024-08,,108,,,,,
dataflow,ESTAT:TEILM012(1.0),Unemployment by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,THS_PER,Thousand persons,CZ,Czechia,2024-09,,111,,,,,
dataflow,ESTAT:TEILM012(1.0),Unemployment by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,THS_PER,Thousand persons,CZ,Czechia,2024-10,,105,,,,,
dataflow,ESTAT:TEILM012(1.0),Unemployment by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,THS_PER,Thousand persons,CZ,Czechia,2024-11,,118,,,,,
dataflow,ESTAT:TEILM012(1.0),Unemployment by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,THS_PER,Thousand persons,CZ,Czechia,2024-12,,114,,,,,
dataflow,ESTAT:TEILM012(1.0),Unemployment by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,THS_PER,Thousand persons,CZ,Czechia,2025-01,,100,,,,,
dataflow,ESTAT:TEILM012(1.0),Unemployment by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,THS_PER,Thousand persons,CZ,Czechia,2025-02,,116,,,,,
dataflow,ESTAT:TEILM012(1.0),Unemployment by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,THS_PER,Thousand persons,CZ,Czechia,2025-03,,109,,,,,
dataflow,ESTAT:TEILM012(1.0),Unemployment by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,THS_PER,Thousand persons,CZ,Czechia,2025-04,,113,,,,,
dataflow,ESTAT:TEILM012(1.0),Unemployment by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,THS_PER,Thousand persons,CZ,Czechia,2025-05,,122,,,,,
dataflow,ESTAT:TEILM012(1.0),Unemployment by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,THS_PER,Thousand persons,DE,Germany,2024-06,,1208,,,,,
dataflow,ESTAT:TEILM012(1.0),Unemployment by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,THS_PER,Thousand persons,DE,Germany,2024-07,,1214,,,,,
dataflow,ESTAT:TEILM012(1.0),Unemployment by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,THS_PER,Thousand persons,DE,Germany,2024-08,,1214,,,,,
dataflow,ESTAT:TEILM012(1.0),Unemployment by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,THS_PER,Thousand persons,DE,Germany,2024-09,,1211,,,,,
dataflow,ESTAT:TEILM012(1.0),Unemployment by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,THS_PER,Thousand persons,DE,Germany,2024-10,,1210,,,,,
dataflow,ESTAT:TEILM012(1.0),Unemployment by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,THS_PER,Thousand persons,DE,Germany,2024-11,,1214,,,,,
dataflow,ESTAT:TEILM012(1.0),Unemployment by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,THS_PER,Thousand persons,DE,Germany,2024-12,,1228,,,,,
dataflow,ESTAT:TEILM012(1.0),Unemployment by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,THS_PER,Thousand persons,DE,Germany,2025-01,,1249,,,,,
dataflow,ESTAT:TEILM012(1.0),Unemployment by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,THS_PER,Thousand persons,DE,Germany,2025-02,,1274,,,,,
dataflow,ESTAT:TEILM012(1.0),Unemployment by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,THS_PER,Thousand persons,DE,Germany,2025-03,,1296,,,,,
dataflow,ESTAT:TEILM012(1.0),Unemployment by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,THS_PER,Thousand persons,DE,Germany,2025-04,,1310,,,,,
dataflow,ESTAT:TEILM012(1.0),Unemployment by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,THS_PER,Thousand persons,DE,Germany,2025-05,,1317,,,,,
dataflow,ESTAT:TEILM012(1.0),Unemployment by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,THS_PER,Thousand persons,DK,Denmark,2024-06,,127,,,,,
dataflow,ESTAT:TEILM012(1.0),Unemployment by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,THS_PER,Thousand persons,DK,Denmark,2024-07,,128,,,,,
dataflow,ESTAT:TEILM012(1.0),Unemployment by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,THS_PER,Thousand persons,DK,Denmark,2024-08,,123,,,,,
dataflow,ESTAT:TEILM012(1.0),Unemployment by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,THS_PER,Thousand persons,DK,Denmark,2024-09,,138,,,,,
dataflow,ESTAT:TEILM012(1.0),Unemployment by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,THS_PER,Thousand persons,DK,Denmark,2024-10,,124,,,,,
dataflow,ESTAT:TEILM012(1.0),Unemployment by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,THS_PER,Thousand persons,DK,Denmark,2024-11,,135,,,,,
dataflow,ESTAT:TEILM012(1.0),Unemployment by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,THS_PER,Thousand persons,DK,Denmark,2024-12,,150,,,,,
dataflow,ESTAT:TEILM012(1.0),Unemployment by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,THS_PER,Thousand persons,DK,Denmark,2025-01,,144,,,,,
dataflow,ESTAT:TEILM012(1.0),Unemployment by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,THS_PER,Thousand persons,DK,Denmark,2025-02,,125,,,,,
dataflow,ESTAT:TEILM012(1.0),Unemployment by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,THS_PER,Thousand persons,DK,Denmark,2025-03,,149,,,,,
dataflow,ESTAT:TEILM012(1.0),Unemployment by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,THS_PER,Thousand persons,DK,Denmark,2025-04,,152,,,,,
dataflow,ESTAT:TEILM012(1.0),Unemployment by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,THS_PER,Thousand persons,DK,Denmark,2025-05,,118,,,,,
dataflow,ESTAT:TEILM012(1.0),Unemployment by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,THS_PER,Thousand persons,EE,Estonia,2024-06,,42,,,,,
